1,27.03276957752389,0,0,4,3
1,27.03276957752389,1,1,4,3
1,29.69096657610882,2,1,4,3
1,32.12854641477433,3,1,4,3
1,40.92615291467871,4,1,4,3
2,34.95601305823954,0,0,0,2
2,34.95601305823954,1,1,0,2
2,38.346495855311495,2,1,0,2
2,39.69381110531725,3,1,0,2
2,43.084293902389206,4,1,0,2
3,39.92683230771193,0,0,6,3
3,39.92683230771193,1,1,6,3
3,41.63826771109777,2,1,6,3
3,42.442494941756266,3,1,6,3
3,50.9415604299133,4,1,6,3
4,38.05447153084377,0,0,2,2
4,38.05447153084377,1,1,2,2
4,40.23815550999471,2,1,2,2
4,45.69897544323808,3,1,2,2
4,56.54291346023341,4,1,2,2
5,42.388620248644216,0,0,1,2
5,42.388620248644216,1,1,1,2
5,46.40533330587,2,1,1,2
5,52.79343756211114,3,1,1,2
5,65.4704046571813,4,1,1,2
6,58.16731898832709,0,0,0,3
6,58.16731898832709,1,2,0,3
6,62.5734520109461,2,2,0,3
6,63.55002433617286,3,2,0,3
6,67.95615735879187,4,2,0,3
7,57.57484823759461,0,0,4,1
7,57.57484823759461,1,2,4,1
7,61.74754149882986,2,2,4,1
7,63.80929446681759,3,2,4,1
7,68.50611591424774,4,2,4,1
8,54.91719334592515,0,0,3,3
8,54.91719334592515,1,1,3,3
8,59.939404719023884,2,1,3,3
8,63.72951072132706,3,1,3,3
8,77.41197613227018,4,1,3,3
9,65.04962390812018,0,0,6,2
9,65.04962390812018,1,2,6,2
9,70.52891816650964,2,2,6,2
9,75.32988315940956,3,2,6,2
9,81.31196396902173,4,2,6,2
10,68.00496259607426,0,0,5,2
10,68.00496259607426,1,1,5,2
10,70.31398113464768,2,1,5,2
10,73.62589153672263,3,1,5,2
10,84.59516411314043,4,1,5,2
11,73.6068582114379,0,0,2,3
11,73.6068582114379,1,2,2,3
11,76.26890735802274,2,2,2,3
11,78.77954903721029,3,2,2,3
11,88.90993321432197,4,2,2,3
12,82.95694588432345,0,0,1,1
12,82.95694588432345,1,2,1,1
12,86.7822595410194,2,2,1,1
12,87.90992067209568,3,2,1,1
12,100.39548836663602,4,2,1,1
13,89.5306661666192,0,0,3,1
13,89.5306661666192,1,2,3,1
13,91.51545848085338,2,2,3,1
13,93.44273220786262,3,2,3,1
13,103.03403598629882,4,2,3,1
14,119.14954118290449,0,0,0,1
14,119.14954118290449,1,3,0,1
14,123.54669711923016,2,3,0,1
14,125.81208757449625,3,3,0,1
14,130.20924351082192,4,3,0,1
15,122.63402826585283,0,0,5,3
15,122.63402826585283,1,2,5,3
15,126.52398672398222,2,2,5,3
15,127.77616971581682,3,2,5,3
15,134.09893189888842,4,2,5,3
16,120.6320664416204,0,0,1,3
16,120.6320664416204,1,3,1,3
16,125.14897044197797,2,3,1,3
16,128.35374557837673,3,3,1,3
16,140.42324266680893,4,3,1,3
17,138.02894296256517,0,0,4,1
17,138.02894296256517,1,3,4,1
17,142.16644535587915,2,3,4,1
17,144.55929992449924,3,3,4,1
17,152.83914504156826,4,3,4,1
18,139.052308951713,0,0,6,3
18,139.052308951713,1,3,6,3
18,145.75086521198406,2,3,6,3
18,147.1150984566543,3,3,6,3
18,162.47390875476972,4,3,6,3
19,147.245825385641,0,0,2,2
19,147.245825385641,1,3,2,2
19,148.62686621776942,2,3,2,2
19,154.04769465990867,3,3,2,2
19,162.85480073950927,4,3,2,2
20,154.5630510731532,0,0,3,1
20,154.5630510731532,1,3,3,1
20,158.43607425085992,2,3,3,1
20,164.61150822905287,3,3,3,1
20,174.08565429530745,4,3,3,1
21,168.44480268761015,0,0,2,2
21,168.44480268761015,1,4,2,2
21,173.15795097967262,2,4,2,2
21,176.72888932955524,3,4,2,2
21,185.62727902982718,4,4,2,2
22,176.41329060725462,0,0,5,2
22,176.41329060725462,1,3,5,2
22,179.44896588357548,2,3,5,2
22,182.57337702549077,3,3,5,2
22,189.31784462177922,4,3,5,2
23,174.88309573077981,0,0,1,2
23,174.88309573077981,1,4,1,2
23,177.79546212836675,2,4,1,2
23,186.05872819047138,3,4,1,2
23,197.6313486259027,4,4,1,2
24,184.628162035641,0,0,0,2
24,184.628162035641,1,4,0,2
24,188.94436638490862,2,4,0,2
24,197.54551165110118,3,4,0,2
24,201.8617160003688,4,4,0,2
25,192.03436122135162,0,0,4,2
25,192.03436122135162,1,4,4,2
25,194.01627262849047,2,4,4,2
25,196.49943208760504,3,4,4,2
25,206.48269000591986,4,4,4,2
26,195.42870826215733,0,0,2,2
26,195.42870826215733,1,5,2,2
26,199.2250280733586,2,5,2,2
26,200.62369924077979,3,5,2,2
26,208.40125596218286,4,5,2,2
27,208.5570989807859,0,0,6,2
27,208.5570989807859,1,4,6,2
27,209.94010486175668,2,4,6,2
27,215.92132112266307,3,4,6,2
27,224.16102545732377,4,4,6,2
28,215.3024932115297,0,0,1,2
28,215.3024932115297,1,5,1,2
28,220.08443759047202,2,5,1,2
28,221.66052261985348,3,5,1,2
28,226.65157475865783,4,5,1,2
29,216.77421657039756,0,0,5,1
29,216.77421657039756,1,4,5,1
29,219.85920645836802,2,4,5,1
29,224.7282805432491,3,4,5,1
29,231.0570931310638,4,4,5,1
30,220.11867012464043,0,0,4,2
30,220.11867012464043,1,5,4,2
30,220.45747388697978,2,5,4,2
30,222.62688603068077,3,5,4,2
30,231.6259438308645,4,5,4,2
31,223.64457396553706,0,0,0,3
31,223.64457396553706,1,5,0,3
31,227.03423143011412,2,5,0,3
31,228.3777551815782,3,5,0,3
31,231.76741264615526,4,5,0,3
32,214.55023122884393,0,0,3,2
32,214.55023122884393,1,4,3,2
32,218.0073238890554,2,4,3,2
32,220.2061079536367,3,4,3,2
32,232.32345465169257,4,4,3,2
33,217.28665551253098,0,0,2,3
33,217.28665551253098,1,1,2,3
33,222.45493934312657,2,1,2,3
33,225.42700709088635,3,1,2,3
33,239.25554495932633,4,1,2,3
34,238.67241104133873,0,0,6,1
34,238.67241104133873,1,5,6,1
34,243.01456915765337,2,5,6,1
34,246.67903728515688,3,5,6,1
34,256.54549367049003,4,5,6,1
35,237.67348464734872,0,0,3,3
