1,24.52165554139396,0,0,3,3
1,24.52165554139396,1,1,3,3
1,28.880379951531072,2,1,3,3
1,32.5513907938862,3,1,3,3
1,39.55405076425159,4,1,3,3
2,30.132748333975606,0,0,5,3
2,30.132748333975606,1,1,5,3
2,32.85383730318155,2,1,5,3
2,34.96700631110389,3,1,5,3
2,46.34834931815421,4,1,5,3
3,32.51350289512496,0,0,4,3
3,32.51350289512496,1,1,4,3
3,37.43625868018533,2,1,4,3
3,42.20419304392119,3,1,4,3
3,55.78720286682594,4,1,4,3
4,45.18937204568522,0,0,6,3
4,45.18937204568522,1,1,6,3
4,46.2391802280789,2,1,6,3
4,51.19051512117771,3,1,6,3
4,60.08311724301367,4,1,6,3
5,47.77594996191142,0,0,2,1
5,47.77594996191142,1,1,2,1
5,53.556568654470716,2,1,2,1
5,54.61813884015389,3,1,2,1
5,69.05901157055757,4,1,2,1
6,51.919093578348736,0,0,5,1
6,51.919093578348736,1,2,5,1
6,56.113241165818486,2,2,5,1
6,57.801022098696436,3,2,5,1
6,70.65542372401057,4,2,5,1
7,59.03957438433459,0,0,1,2
7,59.03957438433459,1,1,1,2
7,61.267501255824534,2,1,1,2
7,63.613950034703585,3,1,1,2
7,73.96859223258917,4,1,1,2
8,61.70222002778569,0,0,3,1
8,61.70222002778569,1,2,3,1
8,67.63812453423225,2,2,3,1
8,70.19680079464815,3,2,3,1
8,78.13909550611272,4,2,3,1
9,71.37699625512977,0,0,4,3
9,71.37699625512977,1,2,4,3
9,75.68550492408232,2,2,4,3
9,76.60332963839404,3,2,4,3
9,81.87797358568535,4,2,4,3
10,84.60716651473774,0,0,3,1
10,84.60716651473774,1,1,3,1
10,90.69921699707106,2,1,3,1
10,91.78484267479146,3,1,3,1
10,106.53714719496917,4,1,3,1
11,87.24223953112619,0,0,1,2
11,87.24223953112619,1,2,1,2
11,93.11023147403826,2,2,1,2
11,96.0114521386854,3,2,1,2
11,110.53969811944185,4,2,1,2
12,107.56306129638695,0,0,2,2
