1,45.98165458081495,0,0,0,1
1,45.98165458081495,1,1,0,1
1,51.117270202362164,2,1,0,1
1,53.75320078039331,3,1,0,1
1,58.888816401940524,4,1,0,1
2,70.12569925108764,0,0,0,2
2,70.12569925108764,1,1,0,2
2,75.53170531827283,2,1,0,2
2,76.5978691556659,3,1,0,2
2,82.0038752228511,4,1,0,2
3,133.0366273227832,0,0,0,2
3,133.0366273227832,1,1,0,2
3,137.40847196530942,2,1,0,2
3,142.42866509817875,3,1,0,2
3,146.80050974070497,4,1,0,2
4,178.48953548666964,0,0,0,2
4,178.48953548666964,1,1,0,2
4,183.57623708079416,2,1,0,2
4,184.3304380977147,3,1,0,2
4,189.41713969183922,4,1,0,2
5,215.96586045876074,0,0,0,3
5,215.96586045876074,1,1,0,3
5,220.9357460173361,2,1,0,3
5,222.40194710113124,3,1,0,3
5,227.3718326597066,4,1,0,3
6,276.4237423310347,0,0,0,2
6,276.4237423310347,1,1,0,2
6,281.64515630073385,2,1,0,2
6,286.0372894622068,3,1,0,2
6,291.25870343190593,4,1,0,2
7,334.9446599037731,0,0,0,3
7,334.9446599037731,1,1,0,3
7,336.7935814246487,2,1,0,3
7,339.40859661631475,3,1,0,3
7,341.2575181371904,4,1,0,3
8,355.9019130622751,0,0,0,1
8,355.9019130622751,1,1,0,1
8,359.8215830382136,2,1,0,1
8,362.5827543654484,3,1,0,1
8,366.50242434138687,4,1,0,1
9,399.6677864441591,0,0,0,2
9,399.6677864441591,1,1,0,2
9,403.533106297666,2,1,0,2
9,406.6324505574858,3,1,0,2
9,410.4977704109927,4,1,0,2
10,459.3929927446363,0,0,0,3
10,459.3929927446363,1,1,0,3
10,462.71657663828535,2,1,0,3
10,464.4283439083547,3,1,0,3
10,467.75192780200376,4,1,0,3
11,511.1622832293973,0,0,0,3
11,511.1622832293973,1,1,0,3
11,515.8898872622418,2,1,0,3
11,516.7947067988375,3,1,0,3
11,521.522310831682,4,1,0,3
12,544.4932342112601,0,0,0,1
12,544.4932342112601,1,1,0,1
12,548.4991120743758,2,1,0,1
12,549.3369527044032,3,1,0,1
12,553.342830567519,4,1,0,1
13,577.3569352907047,0,0,0,2
13,577.3569352907047,1,1,0,2
13,582.6078218335463,2,1,0,2
13,589.057296552843,3,1,0,2
13,594.3081830956846,4,1,0,2
14,622.1908957314265,0,0,0,1
14,622.1908957314265,1,1,0,1
14,626.338870691246,2,1,0,1
14,629.3930142612236,3,1,0,1
14,633.5409892210431,4,1,0,1
15,701.3739393875119,0,0,0,3
15,701.3739393875119,1,1,0,3
15,704.0583529773276,2,1,0,3
15,709.0108131803864,3,1,0,3
15,711.6952267702021,4,1,0,3
16,730.9943038822884,0,0,0,2
16,730.9943038822884,1,1,0,2
16,734.2006584212379,2,1,0,2
16,735.5179505939384,3,1,0,2
16,738.7243051328879,4,1,0,2
17,785.8990831472387,0,0,0,1
17,785.8990831472387,1,1,0,1
17,787.882050706563,2,1,0,1
17,789.5069698906829,3,1,0,1
17,791.4899374500071,4,1,0,1
18,823.0736177637752,0,0,0,2
18,823.0736177637752,1,1,0,2
18,825.6470408811334,2,1,0,2
18,826.2804578423619,3,1,0,2
18,828.8538809597201,4,1,0,2
19,882.9548976246601,0,0,0,2
19,882.9548976246601,1,1,0,2
19,885.8062688333522,2,1,0,2
19,886.842954596194,3,1,0,2
19,889.694325804886,4,1,0,2
20,942.0489795004876,0,0,0,1
20,942.0489795004876,1,1,0,1
20,947.0572597693757,2,1,0,1
20,951.1334257231092,3,1,0,1
20,956.1417059919974,4,1,0,1
21,963.9196054704023,0,0,0,1
21,963.9196054704023,1,1,0,1
21,965.1135013506201,2,1,0,1
21,968.669505724611,3,1,0,1
21,969.8634016048288,4,1,0,1
22,1018.0011085623556,0,0,0,2
22,1018.0011085623556,1,1,0,2
22,1022.765637057229,2,1,0,2
22,1024.9312437190738,3,1,0,2
22,1029.6957722139473,4,1,0,2
23,1040.9100766654828,0,0,0,3
23,1040.9100766654828,1,1,0,3
23,1045.5548404765816,2,1,0,3
23,1046.1500291313491,3,1,0,3
23,1050.7947929424479,4,1,0,3
24,1066.0251453774836,0,0,0,1
24,1066.0251453774836,1,1,0,1
24,1071.8351832396934,2,1,0,1
24,1073.81456583471,3,1,0,1
24,1079.6246036969198,4,1,0,1
25,1118.5589120308455,0,0,0,2
25,1118.5589120308455,1,1,0,2
25,1122.3841702778805,2,1,0,2
25,1123.995327845718,3,1,0,2
25,1127.820586092753,4,1,0,2
26,1140.1955359666542,0,0,0,2
26,1140.1955359666542,1,1,0,2
